Record Length,10000,,Source,CH1,CH2
Sample Interval,CH1:0.0000799999980 CH2:0.0000799999980,,Second,Volt,Volt
,,,-0.39119997621,3.60000,2.80000
,,,-0.39111998677,3.60000,2.80000
,,,-0.39103999734,3.60000,2.80000
,,,-0.39095997810,3.60000,2.80000
,,,-0.39087998867,3.60000,3.00000
,,,-0.39079999924,3.60000,3.00000
,,,-0.39071998000,3.60000,3.20000
,,,-0.39063999057,3.60000,3.20000
,,,-0.39056000113,3.60000,3.20000
,,,-0.39047998190,3.60000,3.20000
,,,-0.39039999247,3.60000,3.00000
,,,-0.39032000303,3.80000,3.20000
,,,-0.39023998380,4.00000,3.20000
,,,-0.39015999436,3.80000,3.00000
,,,-0.39008000493,3.80000,3.00000
,,,-0.38999998569,3.60000,3.20000
,,,-0.38991999626,3.80000,3.40000
,,,-0.38983997703,4.00000,3.60000
,,,-0.38975998759,4.00000,3.60000
,,,-0.38967999816,3.80000,3.40000
,,,-0.38959997892,3.80000,3.40000
,,,-0.38951998949,3.80000,3.20000
,,,-0.38944000006,3.80000,3.40000
,,,-0.38935998082,3.80000,3.40000
,,,-0.38927999139,4.00000,3.60000
,,,-0.38920000196,4.00000,3.60000
,,,-0.38911998272,3.80000,3.60000
,,,-0.38903999329,4.00000,3.40000
,,,-0.38896000385,4.20000,3.40000
,,,-0.38887998462,4.20000,3.60000
,,,-0.38879999518,4.00000,3.40000
,,,-0.38871997595,4.00000,3.20000
,,,-0.38863998652,4.00000,3.40000
,,,-0.38855999708,4.20000,3.40000
,,,-0.38847997785,4.20000,3.40000
,,,-0.38839998841,4.00000,3.60000
,,,-0.38831999898,4.20000,3.60000
,,,-0.38823997974,4.20000,3.60000
,,,-0.38815999031,4.20000,3.60000
,,,-0.38808000088,4.20000,3.80000
,,,-0.38799998164,4.40000,3.80000
,,,-0.38791999221,4.40000,3.80000
,,,-0.38784000278,4.20000,3.80000
,,,-0.38775998354,4.40000,3.80000
,,,-0.38767999411,4.40000,3.80000
,,,-0.38760000467,4.40000,3.80000
,,,-0.38751998544,4.40000,3.80000
,,,-0.38743999600,4.40000,3.80000
,,,-0.38735997677,4.40000,4.00000
,,,-0.38727998734,4.40000,4.00000
,,,-0.38719999790,4.60000,4.00000
,,,-0.38711997867,4.60000,4.00000
,,,-0.38703998923,4.40000,4.00000
,,,-0.38695999980,4.40000,4.20000
,,,-0.38687998056,4.40000,4.20000
,,,-0.38679999113,4.40000,4.00000
,,,-0.38672000170,4.40000,4.00000
,,,-0.38663998246,4.40000,4.00000
,,,-0.38655999303,4.60000,4.20000
,,,-0.38648000360,4.60000,4.00000
,,,-0.38639998436,4.40000,3.80000
,,,-0.38631999493,4.40000,4.00000
,,,-0.38623997569,4.60000,4.20000
,,,-0.38615998626,4.60000,4.00000
,,,-0.38607999682,4.60000,4.20000
,,,-0.38599997759,4.60000,4.20000
,,,-0.38591998816,4.60000,4.40000
,,,-0.38583999872,4.80000,4.40000
,,,-0.38575997949,4.80000,4.20000
,,,-0.38567999005,4.60000,4.00000
,,,-0.38560000062,4.60000,4.20000
,,,-0.38551998138,4.80000,4.20000
,,,-0.38543999195,4.80000,4.20000
,,,-0.38536000252,4.80000,4.40000
,,,-0.38527998328,4.80000,4.40000
,,,-0.38519999385,4.60000,4.20000
,,,-0.38512000442,4.80000,4.40000
,,,-0.38503998518,4.80000,4.40000
,,,-0.38495999575,5.00000,4.40000
,,,-0.38487997651,4.80000,4.40000
,,,-0.38479998708,4.80000,4.40000
,,,-0.38471999764,4.80000,4.40000
,,,-0.38463997841,4.80000,4.40000
,,,-0.38455998898,4.80000,4.20000
,,,-0.38447999954,4.80000,4.40000
,,,-0.38439998031,4.80000,4.60000
,,,-0.38431999087,4.80000,4.60000
,,,-0.38424000144,4.80000,4.40000
,,,-0.38415998220,5.00000,4.40000
,,,-0.38407999277,5.00000,4.40000
,,,-0.38400000334,5.00000,4.40000
,,,-0.38391998410,5.00000,4.40000
,,,-0.38383999467,5.00000,4.40000
,,,-0.38375997543,5.00000,4.40000
,,,-0.38367998600,5.00000,4.60000
,,,-0.38359999657,4.80000,4.60000
,,,-0.38351997733,5.00000,4.60000
,,,-0.38343998790,5.00000,4.60000
,,,-0.38335999846,5.00000,4.60000
,,,-0.38327997923,4.80000,4.60000
,,,-0.38319998980,5.00000,4.60000
,,,-0.38312000036,5.00000,4.80000
,,,-0.38303998113,5.00000,4.80000
,,,-0.38295999169,5.00000,4.80000
,,,-0.38288000226,5.00000,4.80000
,,,-0.38279998302,5.00000,4.80000
,,,-0.38271999359,5.00000,4.80000
,,,-0.38264000416,5.00000,4.80000
,,,-0.38255998492,5.00000,4.60000
,,,-0.38247999549,5.00000,4.60000
,,,-0.38239997625,5.00000,4.60000
,,,-0.38231998682,5.00000,4.60000
,,,-0.38223999739,5.00000,4.80000
,,,-0.38215997815,5.00000,4.80000
,,,-0.38207998872,5.00000,4.60000
,,,-0.38199999928,5.20000,4.80000
,,,-0.38191998005,5.20000,4.80000
,,,-0.38183999062,5.20000,4.80000
,,,-0.38176000118,5.20000,4.80000
,,,-0.38167998195,5.20000,4.80000
,,,-0.38159999251,5.20000,4.80000
,,,-0.38152000308,5.20000,4.80000
,,,-0.38143998384,5.20000,4.80000
,,,-0.38135999441,5.00000,4.60000
,,,-0.38128000498,5.20000,4.80000
,,,-0.38119998574,5.20000,5.00000
,,,-0.38111999631,5.20000,4.80000
,,,-0.38103997707,5.20000,5.00000
,,,-0.38095998764,5.00000,5.00000
,,,-0.38087999821,5.20000,4.80000
,,,-0.38079997897,5.40000,4.80000
,,,-0.38071998954,5.40000,4.80000
,,,-0.38064000010,5.40000,4.80000
,,,-0.38055998087,5.20000,5.00000
,,,-0.38047999144,5.20000,5.00000
,,,-0.38040000200,5.20000,5.00000
,,,-0.38031998277,5.20000,5.00000
,,,-0.38023999333,5.20000,4.80000
,,,-0.38016000390,5.20000,5.00000
,,,-0.38007998466,5.20000,5.00000
,,,-0.37999999523,5.20000,5.00000
,,,-0.37991997600,5.20000,5.00000
,,,-0.37983998656,5.20000,5.00000
,,,-0.37975999713,5.20000,5.00000
,,,-0.37967997789,5.20000,5.00000
,,,-0.37959998846,5.20000,5.00000
,,,-0.37951999903,5.00000,5.00000
,,,-0.37943997979,5.20000,5.20000
,,,-0.37935999036,5.40000,5.00000
,,,-0.37928000093,5.40000,5.20000
,,,-0.37919998169,5.20000,5.20000
,,,-0.37911999226,5.40000,5.00000
,,,-0.37904000282,5.40000,4.80000
,,,-0.37895998359,5.20000,5.00000
,,,-0.37887999415,5.40000,5.20000
,,,-0.37880000472,5.40000,5.00000
,,,-0.37871998549,5.40000,5.00000
,,,-0.37863999605,5.20000,5.20000
,,,-0.37855997682,5.20000,5.00000
,,,-0.37847998738,5.20000,5.00000
,,,-0.37839999795,5.20000,5.20000
,,,-0.37831997871,5.20000,5.00000
,,,-0.37823998928,5.20000,5.00000
,,,-0.37815999985,5.20000,5.00000
,,,-0.37807998061,5.20000,5.00000
,,,-0.37799999118,5.20000,5.20000
,,,-0.37792000175,5.20000,5.20000
,,,-0.37783998251,5.20000,5.20000
,,,-0.37775999308,5.20000,5.20000
,,,-0.37768000364,5.20000,5.20000
,,,-0.37759998441,5.20000,5.00000
,,,-0.37751999497,5.20000,5.20000
,,,-0.37743997574,5.20000,5.20000
,,,-0.37735998631,5.20000,5.00000
,,,-0.37727999687,5.20000,5.20000
,,,-0.37719997764,5.20000,5.20000
,,,-0.37711998820,5.20000,5.20000
,,,-0.37703999877,5.20000,5.20000
,,,-0.37695997953,5.20000,5.00000
,,,-0.37687999010,5.20000,4.80000
,,,-0.37680000067,5.20000,5.00000
,,,-0.37671998143,5.20000,5.20000
,,,-0.37663999200,5.20000,5.20000
,,,-0.37656000257,5.20000,5.00000
,,,-0.37647998333,5.20000,5.00000
,,,-0.37639999390,5.20000,5.00000
,,,-0.37632000446,5.20000,5.20000
,,,-0.37623998523,5.00000,5.20000
,,,-0.37615999579,5.20000,5.20000
,,,-0.37607997656,5.20000,5.00000
,,,-0.37599998713,5.20000,5.00000
,,,-0.37591999769,5.00000,5.00000
,,,-0.37583997846,5.20000,5.20000
,,,-0.37575998902,5.20000,5.20000
,,,-0.37567999959,5.20000,5.00000
,,,-0.37559998035,5.20000,5.20000
,,,-0.37551999092,5.20000,5.20000
,,,-0.37544000149,5.20000,5.20000
,,,-0.37535998225,5.00000,5.20000
,,,-0.37527999282,5.20000,5.20000
,,,-0.37520000339,5.20000,5.20000
,,,-0.37511998415,5.20000,5.00000
,,,-0.37503999472,5.20000,5.00000
,,,-0.37496000528,5.00000,5.20000
,,,-0.37487998605,5.20000,5.00000
,,,-0.37479999661,5.40000,5.00000
,,,-0.37471997738,5.20000,5.00000
,,,-0.37463998795,5.20000,5.00000
,,,-0.37455999851,5.20000,5.00000
,,,-0.37447997928,5.20000,4.80000
,,,-0.37439998984,5.20000,4.80000
,,,-0.37432000041,5.20000,5.00000
,,,-0.37423998117,5.20000,5.20000
,,,-0.37415999174,5.20000,5.00000
,,,-0.37408000231,5.00000,4.80000
,,,-0.37399998307,5.00000,5.00000
,,,-0.37391999364,5.20000,5.00000
,,,-0.37384000421,5.20000,5.00000
,,,-0.37375998497,5.00000,5.00000
,,,-0.37367999554,5.00000,4.80000
,,,-0.37359997630,5.00000,5.00000
,,,-0.37351998687,5.20000,5.00000
,,,-0.37343999743,5.20000,4.80000
,,,-0.37335997820,5.00000,5.00000
,,,-0.37327998877,5.20000,5.00000
,,,-0.37319999933,5.00000,5.00000
,,,-0.37311998010,5.00000,4.80000
,,,-0.37303999066,5.00000,4.80000
,,,-0.37296000123,5.00000,4.80000
,,,-0.37287998199,5.00000,5.00000
,,,-0.37279999256,5.00000,5.20000
,,,-0.37272000313,5.00000,5.00000
,,,-0.37263998389,5.00000,4.80000
,,,-0.37255999446,5.00000,4.80000
,,,-0.37248000503,5.00000,4.80000
,,,-0.37239998579,5.00000,4.80000
,,,-0.37231999636,5.00000,4.80000
,,,-0.37223997712,4.80000,5.00000
,,,-0.37215998769,4.80000,5.20000
,,,-0.37207999825,4.80000,5.00000
,,,-0.37199997902,5.00000,4.80000
,,,-0.37191998959,5.00000,4.80000
,,,-0.37184000015,5.00000,5.00000
,,,-0.37175998092,4.80000,4.80000
,,,-0.37167999148,4.60000,4.80000
,,,-0.37160000205,4.80000,4.80000
,,,-0.37151998281,5.00000,4.80000
,,,-0.37143999338,5.00000,4.80000
,,,-0.37136000395,4.80000,4.80000
,,,-0.37127998471,4.60000,4.80000
,,,-0.37119999528,4.80000,4.80000
,,,-0.37111997604,5.00000,4.80000
,,,-0.37103998661,4.80000,4.80000
,,,-0.37095999718,4.80000,5.00000
,,,-0.37087997794,4.80000,4.80000
,,,-0.37079998851,4.80000,4.60000
,,,-0.37071999907,4.60000,4.60000
,,,-0.37063997984,4.80000,4.80000
,,,-0.37055999041,4.80000,4.80000
,,,-0.37048000097,4.80000,4.60000
,,,-0.37039998174,4.80000,4.60000
,,,-0.37031999230,4.60000,4.60000
,,,-0.37024000287,4.80000,4.80000
,,,-0.37015998363,4.80000,4.80000
,,,-0.37007999420,4.80000,4.60000
,,,-0.37000000477,4.80000,4.60000
,,,-0.36991998553,4.60000,4.60000
,,,-0.36983999610,4.60000,4.60000
,,,-0.36975997686,4.60000,4.60000
,,,-0.36967998743,4.60000,4.60000
,,,-0.36959999800,4.60000,4.60000
,,,-0.36951997876,4.60000,4.60000
,,,-0.36943998933,4.40000,4.60000
,,,-0.36935999990,4.40000,4.60000
,,,-0.36927998066,4.40000,4.60000
,,,-0.36919999123,4.40000,4.60000
,,,-0.36912000179,4.40000,4.40000
,,,-0.36903998256,4.40000,4.40000
,,,-0.36895999312,4.60000,4.60000
,,,-0.36888000369,4.60000,4.40000
,,,-0.36879998446,4.40000,4.40000
,,,-0.36871999502,4.60000,4.40000
,,,-0.36864000559,4.60000,4.40000
,,,-0.36855998635,4.40000,4.40000
,,,-0.36847999692,4.40000,4.40000
,,,-0.36839997768,4.40000,4.40000
,,,-0.36831998825,4.40000,4.40000
,,,-0.36823999882,4.40000,4.40000
,,,-0.36815997958,4.40000,4.40000
,,,-0.36807999015,4.40000,4.40000
,,,-0.36800000072,4.40000,4.40000
,,,-0.36791998148,4.40000,4.20000
,,,-0.36783999205,4.40000,4.40000
,,,-0.36776000261,4.40000,4.40000
,,,-0.36767998338,4.20000,4.20000
,,,-0.36759999394,4.20000,4.20000
,,,-0.36752000451,4.20000,4.20000
,,,-0.36743998528,4.20000,4.40000
,,,-0.36735999584,4.20000,4.40000
,,,-0.36727997661,4.20000,4.40000
,,,-0.36719998717,4.20000,4.40000
,,,-0.36711999774,4.20000,4.20000
,,,-0.36703997850,4.00000,4.20000
,,,-0.36695998907,4.00000,4.00000
,,,-0.36687999964,4.00000,4.00000
,,,-0.36679998040,4.00000,4.00000
,,,-0.36671999097,4.20000,4.20000
,,,-0.36664000154,4.00000,4.20000
,,,-0.36655998230,3.80000,4.20000
,,,-0.36647999287,4.00000,4.20000
,,,-0.36640000343,3.80000,4.20000
,,,-0.36631998420,3.80000,4.00000
,,,-0.36623999476,4.00000,4.00000
,,,-0.36616000533,3.80000,3.80000
,,,-0.36607998610,3.60000,4.00000
,,,-0.36599999666,3.60000,4.00000
,,,-0.36591997743,3.60000,4.00000
,,,-0.36583998799,3.60000,4.00000
,,,-0.36575999856,3.60000,4.00000
,,,-0.36567997932,3.80000,4.00000
,,,-0.36559998989,3.80000,4.00000
,,,-0.36552000046,3.80000,3.80000
,,,-0.36543998122,3.80000,4.00000
,,,-0.36535999179,3.80000,4.00000
,,,-0.36528000236,3.80000,4.00000
,,,-0.36519998312,3.80000,3.80000
,,,-0.36511999369,3.80000,3.60000
,,,-0.36504000425,3.60000,3.80000
,,,-0.36495998502,3.60000,3.80000
,,,-0.36487999558,3.60000,3.80000
,,,-0.36479997635,3.40000,3.80000
,,,-0.36471998692,3.60000,3.60000
,,,-0.36463999748,3.60000,3.60000
,,,-0.36455997825,3.60000,3.60000
,,,-0.36447998881,3.60000,3.60000
,,,-0.36439999938,3.60000,3.60000
,,,-0.36431998014,3.60000,3.60000
,,,-0.36423999071,3.60000,3.60000
,,,-0.36416000128,3.40000,3.60000
,,,-0.36407998204,3.40000,3.60000
,,,-0.36399999261,3.40000,3.60000
,,,-0.36392000318,3.40000,3.60000
,,,-0.36383998394,3.20000,3.60000
,,,-0.36375999451,3.20000,3.40000
,,,-0.36368000507,3.60000,3.40000
,,,-0.36359998584,3.40000,3.40000
,,,-0.36351999640,3.20000,3.20000
,,,-0.36343997717,3.20000,3.40000
,,,-0.36335998774,3.20000,3.40000
,,,-0.36327999830,3.40000,3.40000
,,,-0.36319997907,3.20000,3.20000
,,,-0.36311998963,3.40000,3.20000
,,,-0.36304000020,3.40000,3.20000
,,,-0.36295998096,3.20000,3.20000
,,,-0.36287999153,3.20000,3.20000
,,,-0.36280000210,3.00000,3.20000
,,,-0.36271998286,3.00000,3.20000
,,,-0.36263999343,3.00000,3.20000
,,,-0.36256000400,3.00000,3.20000
,,,-0.36247998476,3.00000,3.20000
,,,-0.36239999533,3.00000,3.20000
,,,-0.36231997609,3.00000,3.00000
,,,-0.36223998666,3.00000,3.00000
,,,-0.36215999722,2.80000,3.00000
,,,-0.36207997799,2.80000,2.80000
,,,-0.36199998856,2.80000,3.00000
,,,-0.36191999912,2.80000,3.20000
,,,-0.36183997989,2.80000,3.00000
,,,-0.36175999045,2.80000,2.80000
,,,-0.36168000102,2.80000,2.80000
,,,-0.36159998178,2.60000,3.00000
,,,-0.36151999235,2.60000,3.00000
,,,-0.36144000292,2.60000,2.80000
,,,-0.36135998368,2.60000,2.80000
,,,-0.36127999425,2.80000,2.60000
,,,-0.36120000482,2.80000,2.60000
,,,-0.36111998558,2.60000,2.60000
,,,-0.36103999615,2.60000,2.60000
,,,-0.36095997691,2.60000,2.60000
,,,-0.36087998748,2.60000,2.60000
,,,-0.36079999804,2.60000,2.80000
,,,-0.36071997881,2.60000,2.80000
,,,-0.36063998938,2.40000,2.80000
,,,-0.36055999994,2.20000,2.80000
,,,-0.36047998071,2.40000,2.60000
,,,-0.36039999127,2.40000,2.60000
,,,-0.36032000184,2.40000,2.40000
,,,-0.36023998260,2.40000,2.60000
,,,-0.36015999317,2.20000,2.60000
,,,-0.36008000374,2.20000,2.40000
,,,-0.35999998450,2.40000,2.20000
,,,-0.35991999507,2.20000,2.40000
,,,-0.35984000564,2.00000,2.40000
,,,-0.35975998640,2.00000,2.40000
,,,-0.35967999697,2.00000,2.40000
,,,-0.35959997773,2.20000,2.40000
,,,-0.35951998830,2.20000,2.20000
,,,-0.35943999887,2.00000,2.20000
,,,-0.35935997963,2.00000,2.20000
,,,-0.35927999020,2.20000,2.00000
,,,-0.35920000076,2.00000,2.00000
,,,-0.35911998153,2.00000,2.00000
,,,-0.35903999209,2.00000,2.00000
,,,-0.35896000266,2.00000,2.00000
,,,-0.35887998343,2.00000,2.00000
,,,-0.35879999399,1.80000,2.00000
,,,-0.35872000456,1.80000,2.00000
,,,-0.35863998532,1.80000,2.00000
,,,-0.35855999589,1.80000,2.00000
,,,-0.35847997665,1.60000,2.00000
,,,-0.35839998722,1.80000,1.80000
,,,-0.35831999779,1.80000,1.80000
,,,-0.35823997855,1.80000,1.60000
,,,-0.35815998912,1.80000,1.80000
,,,-0.35807999969,1.60000,1.80000
,,,-0.35799998045,1.60000,1.80000
,,,-0.35791999102,1.80000,1.80000
,,,-0.35784000158,1.60000,1.80000
,,,-0.35775998235,1.60000,1.80000
,,,-0.35767999291,1.60000,1.60000
,,,-0.35760000348,1.40000,1.60000
,,,-0.35751998425,1.40000,1.40000
,,,-0.35743999481,1.40000,1.20000
,,,-0.35736000538,1.40000,1.20000
,,,-0.35727998614,1.40000,1.40000
,,,-0.35719999671,1.20000,1.40000
,,,-0.35711997747,1.20000,1.20000
,,,-0.35703998804,1.40000,1.40000
,,,-0.35695999861,1.40000,1.40000
,,,-0.35687997937,1.20000,1.40000
,,,-0.35679998994,1.20000,1.40000
,,,-0.35672000051,1.20000,1.00000
,,,-0.35663998127,1.20000,1.00000
,,,-0.35655999184,1.20000,1.00000
,,,-0.35648000240,1.20000,1.20000
,,,-0.35639998317,1.20000,1.20000
,,,-0.35631999373,1.00000,1.00000
,,,-0.35624000430,1.00000,1.00000
,,,-0.35615998507,1.00000,1.00000
,,,-0.35607999563,1.00000,1.00000
,,,-0.35599997640,1.00000,1.00000
,,,-0.35591998696,1.00000,1.00000
,,,-0.35583999753,0.80000,1.00000
,,,-0.35575997829,0.80000,0.80000
,,,-0.35567998886,0.80000,0.80000
,,,-0.35559999943,0.80000,0.80000
,,,-0.35551998019,0.80000,0.80000
,,,-0.35543999076,0.80000,0.60000
,,,-0.35536000133,0.80000,0.60000
,,,-0.35527998209,0.80000,0.80000
,,,-0.35519999266,0.60000,0.80000
,,,-0.35512000322,0.60000,0.60000
,,,-0.35503998399,0.80000,0.80000
,,,-0.35495999455,0.80000,0.60000
,,,-0.35488000512,0.60000,0.60000
,,,-0.35479998589,0.60000,0.60000
,,,-0.35471999645,0.60000,0.40000
,,,-0.35463997722,0.60000,0.40000
,,,-0.35455998778,0.60000,0.60000
,,,-0.35447999835,0.40000,0.60000
,,,-0.35439997911,0.20000,0.40000
,,,-0.35431998968,0.40000,0.20000
,,,-0.35424000025,0.40000,0.20000
,,,-0.35415998101,0.40000,0.20000
,,,-0.35407999158,0.40000,0.20000
,,,-0.35400000215,0.40000,0.40000
,,,-0.35391998291,0.20000,0.40000
,,,-0.35383999348,0.20000,0.20000
,,,-0.35376000404,0.20000,0.20000
,,,-0.35367998481,0.20000,0.20000
,,,-0.35359999537,0.00,0.20000
,,,-0.35352000594,0.00,0.20000
,,,-0.35343998671,0.20000,0.20000
,,,-0.35335999727,0.20000,0.20000
,,,-0.35327997804,0.20000,0.20000
,,,-0.35319998860,0.20000,0.20000
,,,-0.35311999917,0.00,0.00
,,,-0.35303997993,0.00,0.00
,,,-0.35295999050,0.00,-0.20000
,,,-0.35288000107,0.00,0.00
,,,-0.35279998183,-0.20000,0.00
,,,-0.35271999240,0.00,0.00
,,,-0.35264000297,0.00,-0.20000
,,,-0.35255998373,-0.20000,-0.20000
,,,-0.35247999430,-0.40000,-0.20000
,,,-0.35240000486,-0.20000,-0.20000
,,,-0.35231998563,-0.20000,-0.20000
,,,-0.35223999619,-0.20000,-0.20000
,,,-0.35215997696,-0.20000,-0.20000
,,,-0.35207998753,-0.40000,-0.40000
,,,-0.35199999809,-0.40000,-0.40000
,,,-0.35191997886,-0.40000,-0.40000
,,,-0.35183998942,-0.40000,-0.40000
,,,-0.35175999999,-0.40000,-0.60000
,,,-0.35167998075,-0.40000,-0.60000
,,,-0.35159999132,-0.40000,-0.60000
,,,-0.35152000189,-0.40000,-0.40000
,,,-0.35143998265,-0.40000,-0.40000
,,,-0.35135999322,-0.40000,-0.60000
,,,-0.35128000379,-0.60000,-0.60000
,,,-0.35119998455,-0.60000,-0.60000
,,,-0.35111999512,-0.60000,-0.60000
,,,-0.35104000568,-0.60000,-0.60000
,,,-0.35095998645,-0.60000,-0.60000
,,,-0.35087999701,-0.60000,-0.80000
,,,-0.35079997778,-0.60000,-0.80000
,,,-0.35071998835,-0.60000,-0.80000
,,,-0.35063999891,-0.60000,-0.80000
,,,-0.35055997968,-0.80000,-0.60000
,,,-0.35047999024,-1.00000,-0.60000
,,,-0.35040000081,-1.00000,-0.80000
,,,-0.35031998158,-1.00000,-0.80000
,,,-0.35023999214,-1.00000,-0.80000
,,,-0.35016000271,-1.20000,-1.00000
,,,-0.35007998347,-1.00000,-1.00000
,,,-0.34999999404,-1.00000,-1.00000
,,,-0.34992000461,-1.00000,-1.00000
,,,-0.34983998537,-1.00000,-0.80000
,,,-0.34975999594,-1.00000,-1.00000
,,,-0.34967997670,-1.00000,-1.20000
,,,-0.34959998727,-1.20000,-1.20000
,,,-0.34951999784,-1.20000,-1.20000
,,,-0.34943997860,-1.20000,-1.20000
,,,-0.34935998917,-1.40000,-1.20000
,,,-0.34927999973,-1.40000,-1.40000
,,,-0.34919998050,-1.40000,-1.40000
,,,-0.34911999106,-1.40000,-1.20000
,,,-0.34904000163,-1.40000,-1.20000
,,,-0.34895998240,-1.40000,-1.40000
,,,-0.34887999296,-1.40000,-1.40000
,,,-0.34880000353,-1.40000,-1.40000
,,,-0.34871998429,-1.40000,-1.40000
,,,-0.34863999486,-1.40000,-1.40000
,,,-0.34856000543,-1.40000,-1.40000
,,,-0.34847998619,-1.40000,-1.40000
,,,-0.34839999676,-1.60000,-1.60000
,,,-0.34831997752,-1.60000,-1.60000
