time	V(n001)	V(n003)
7.508212055120428e-01	-1.889138e-01	2.360058e-02
7.508386535346826e-01	-5.601671e-01	2.322767e-02
7.508565191205292e-01	-8.461931e-01	1.919723e-02
7.508641760593365e-01	-9.269972e-01	1.638242e-02
7.508697189634134e-01	-9.674211e-01	1.384640e-02
7.508738554802015e-01	-9.872188e-01	1.176969e-02
7.508787809879881e-01	-9.989488e-01	9.139871e-03
7.508840882938764e-01	-9.970220e-01	6.176484e-03
7.508902432354266e-01	-9.759201e-01	2.629759e-03
7.509002196080325e-01	-8.999255e-01	-3.099840e-03
7.509160782380904e-01	-6.830401e-01	-1.149403e-02
7.509344839293257e-01	-3.194811e-01	-1.889586e-02
7.509584351974712e-01	2.281014e-01	-2.377582e-02
7.509763693400141e-01	6.019409e-01	-2.307504e-02
7.509946458842055e-01	8.770422e-01	-1.850292e-02
7.510015519175879e-01	9.424174e-01	-1.582272e-02
7.510066093630244e-01	9.750715e-01	-1.342904e-02
7.510109430343939e-01	9.924110e-01	-1.121002e-02
7.510150423191457e-01	9.996014e-01	-8.996964e-03
7.510198724517357e-01	9.964949e-01	-6.282739e-03
7.510262045082041e-01	9.735388e-01	-2.626524e-03
7.510364625557784e-01	8.922956e-01	3.256487e-03
7.510524052652616e-01	6.689340e-01	1.163495e-02
7.510709487038142e-01	2.982370e-01	1.910262e-02
7.510922082220697e-01	-1.889138e-01	2.360058e-02
7.511096562447097e-01	-5.601671e-01	2.322767e-02
7.511275218305566e-01	-8.461931e-01	1.919723e-02
7.511351787693639e-01	-9.269972e-01	1.638242e-02
7.511407216734406e-01	-9.674211e-01	1.384640e-02
7.511448581902287e-01	-9.872188e-01	1.176969e-02
7.511497836980153e-01	-9.989488e-01	9.139871e-03
7.511550910039035e-01	-9.970220e-01	6.176484e-03
7.511612459454537e-01	-9.759201e-01	2.629759e-03
7.511712223180597e-01	-8.999255e-01	-3.099840e-03
7.511870809481175e-01	-6.830401e-01	-1.149403e-02
7.512054866393528e-01	-3.194811e-01	-1.889586e-02
7.512294379074983e-01	2.281014e-01	-2.377582e-02
7.512473720500411e-01	6.019409e-01	-2.307504e-02
7.512656485942325e-01	8.770422e-01	-1.850292e-02
7.512725546276150e-01	9.424174e-01	-1.582272e-02
7.512776120730515e-01	9.750715e-01	-1.342904e-02
7.512819457444209e-01	9.924110e-01	-1.121002e-02
7.512860450291727e-01	9.996014e-01	-8.996964e-03
7.512908751617628e-01	9.964949e-01	-6.282739e-03
7.512972072182312e-01	9.735388e-01	-2.626524e-03
7.513074652658055e-01	8.922956e-01	3.256487e-03
7.513234079752887e-01	6.689340e-01	1.163495e-02
7.513419514138413e-01	2.982370e-01	1.910262e-02
7.513632109320967e-01	-1.889138e-01	2.360058e-02
7.513806589547366e-01	-5.601671e-01	2.322767e-02
7.513985245405833e-01	-8.461931e-01	1.919723e-02
7.514061814793906e-01	-9.269972e-01	1.638242e-02
7.514117243834676e-01	-9.674211e-01	1.384640e-02
7.514158609002558e-01	-9.872188e-01	1.176969e-02
7.514207864080426e-01	-9.989488e-01	9.139871e-03
7.514260937139307e-01	-9.970220e-01	6.176484e-03
7.514322486554809e-01	-9.759201e-01	2.629759e-03
7.514422250280868e-01	-8.999255e-01	-3.099840e-03
7.514580836581447e-01	-6.830401e-01	-1.149403e-02
7.514764893493799e-01	-3.194811e-01	-1.889586e-02
7.515004406175254e-01	2.281014e-01	-2.377582e-02
7.515183747600684e-01	6.019409e-01	-2.307504e-02
7.515366513042598e-01	8.770422e-01	-1.850292e-02
7.515435573376422e-01	9.424174e-01	-1.582272e-02
7.515486147830788e-01	9.750715e-01	-1.342904e-02
7.515529484544482e-01	9.924110e-01	-1.121002e-02
7.515570477392003e-01	9.996014e-01	-8.996964e-03
7.515618778717901e-01	9.964949e-01	-6.282739e-03
7.515682099282585e-01	9.735388e-01	-2.626524e-03
7.515784679758328e-01	8.922956e-01	3.256487e-03
7.515944106853161e-01	6.689340e-01	1.163495e-02
7.516129541238689e-01	2.982370e-01	1.910262e-02
7.516342136421242e-01	-1.889138e-01	2.360058e-02
7.516516616647643e-01	-5.601671e-01	2.322767e-02
7.516695272506111e-01	-8.461931e-01	1.919723e-02
7.516771841894182e-01	-9.269972e-01	1.638242e-02
7.516827270934950e-01	-9.674211e-01	1.384640e-02
7.516868636102831e-01	-9.872188e-01	1.176969e-02
7.516917891180699e-01	-9.989488e-01	9.139871e-03
7.516970964239579e-01	-9.970220e-01	6.176484e-03
7.517032513655082e-01	-9.759201e-01	2.629759e-03
7.517132277381142e-01	-8.999255e-01	-3.099840e-03
7.517290863681720e-01	-6.830401e-01	-1.149403e-02
7.517474920594074e-01	-3.194811e-01	-1.889586e-02
7.517714433275529e-01	2.281014e-01	-2.377582e-02
7.517893774700958e-01	6.019409e-01	-2.307504e-02
7.518076540142872e-01	8.770422e-01	-1.850292e-02
7.518145600476693e-01	9.424174e-01	-1.582272e-02
7.518196174931060e-01	9.750715e-01	-1.342904e-02
7.518239511644754e-01	9.924110e-01	-1.121002e-02
7.518280504492276e-01	9.996014e-01	-8.996964e-03
7.518328805818172e-01	9.964949e-01	-6.282739e-03
7.518392126382856e-01	9.735388e-01	-2.626524e-03
7.518494706858599e-01	8.922956e-01	3.256487e-03
7.518654133953433e-01	6.689340e-01	1.163495e-02
7.518839568338962e-01	2.982370e-01	1.910262e-02
7.519052163521515e-01	-1.889138e-01	2.360058e-02
7.519226643747914e-01	-5.601671e-01	2.322767e-02
7.519405299606382e-01	-8.461931e-01	1.919723e-02
7.519481868994453e-01	-9.269972e-01	1.638242e-02
7.519537298035220e-01	-9.674211e-01	1.384640e-02
7.519578663203100e-01	-9.872188e-01	1.176969e-02
7.519627918280967e-01	-9.989488e-01	9.139871e-03
7.519680991339849e-01	-9.970220e-01	6.176484e-03
7.519742540755351e-01	-9.759201e-01	2.629759e-03
7.519842304481410e-01	-8.999255e-01	-3.099840e-03
7.520000890781989e-01	-6.830401e-01	-1.149403e-02
7.520184947694342e-01	-3.194811e-01	-1.889586e-02
7.520424460375796e-01	2.281014e-01	-2.377582e-02
7.520603801801226e-01	6.019409e-01	-2.307504e-02
7.520786567243140e-01	8.770422e-01	-1.850292e-02
7.520855627576962e-01	9.424174e-01	-1.582272e-02
7.520906202031327e-01	9.750715e-01	-1.342904e-02
7.520949538745021e-01	9.924110e-01	-1.121002e-02
7.520990531592538e-01	9.996014e-01	-8.996964e-03
7.521038832918441e-01	9.964949e-01	-6.282739e-03
7.521102153483123e-01	9.735388e-01	-2.626524e-03
7.521204733958865e-01	8.922956e-01	3.256487e-03
7.521364161053697e-01	6.689340e-01	1.163495e-02
7.521549595439223e-01	2.982370e-01	1.910262e-02
7.521762190621784e-01	-1.889138e-01	2.360058e-02
7.521936670848184e-01	-5.601671e-01	2.322767e-02
7.522115326706653e-01	-8.461931e-01	1.919723e-02
7.522191896094724e-01	-9.269972e-01	1.638242e-02
7.522247325135492e-01	-9.674211e-01	1.384640e-02
7.522288690303373e-01	-9.872188e-01	1.176969e-02
7.522337945381241e-01	-9.989488e-01	9.139871e-03
7.522391018440121e-01	-9.970220e-01	6.176484e-03
7.522452567855624e-01	-9.759201e-01	2.629759e-03
7.522552331581684e-01	-8.999255e-01	-3.099840e-03
7.522710917882264e-01	-6.830401e-01	-1.149403e-02
7.522894974794617e-01	-3.194811e-01	-1.889586e-02
7.523134487476072e-01	2.281014e-01	-2.377582e-02
7.523313828901502e-01	6.019409e-01	-2.307504e-02
7.523496594343418e-01	8.770422e-01	-1.850292e-02
7.523565654677240e-01	9.424174e-01	-1.582272e-02
7.523616229131603e-01	9.750715e-01	-1.342904e-02
7.523659565845299e-01	9.924110e-01	-1.121002e-02
7.523700558692822e-01	9.996014e-01	-8.996964e-03
7.523748860018715e-01	9.964949e-01	-6.282739e-03
7.523812180583400e-01	9.735388e-01	-2.626524e-03
7.523914761059145e-01	8.922956e-01	3.256487e-03
7.524074188153980e-01	6.689340e-01	1.163495e-02
7.524259622539511e-01	2.982370e-01	1.910262e-02
7.524472217722059e-01	-1.889138e-01	2.360058e-02
7.524646697948457e-01	-5.601671e-01	2.322767e-02
7.524825353806923e-01	-8.461931e-01	1.919723e-02
7.524901923194994e-01	-9.269972e-01	1.638242e-02
7.524957352235762e-01	-9.674211e-01	1.384640e-02
7.524998717403644e-01	-9.872188e-01	1.176969e-02
7.525047972481513e-01	-9.989488e-01	9.139871e-03
7.525101045540392e-01	-9.970220e-01	6.176484e-03
7.525162594955895e-01	-9.759201e-01	2.629759e-03
7.525262358681956e-01	-8.999255e-01	-3.099840e-03
7.525420944982535e-01	-6.830401e-01	-1.149403e-02
7.525605001894888e-01	-3.194811e-01	-1.889586e-02
7.525844514576343e-01	2.281014e-01	-2.377582e-02
7.526023856001772e-01	6.019409e-01	-2.307504e-02
7.526206621443686e-01	8.770422e-01	-1.850292e-02
7.526275681777508e-01	9.424174e-01	-1.582272e-02
7.526326256231872e-01	9.750715e-01	-1.342904e-02
7.526369592945568e-01	9.924110e-01	-1.121002e-02
7.526410585793090e-01	9.996014e-01	-8.996964e-03
7.526458887118986e-01	9.964949e-01	-6.282739e-03
7.526522207683671e-01	9.735388e-01	-2.626524e-03
7.526624788159417e-01	8.922956e-01	3.256487e-03
7.526784215254251e-01	6.689340e-01	1.163495e-02
7.526969649639781e-01	2.982370e-01	1.910262e-02
7.527182244822331e-01	-1.889138e-01	2.360058e-02
7.527356725048729e-01	-5.601671e-01	2.322767e-02
7.527535380907197e-01	-8.461931e-01	1.919723e-02
7.527611950295268e-01	-9.269972e-01	1.638242e-02
7.527667379336035e-01	-9.674211e-01	1.384640e-02
7.527708744503917e-01	-9.872188e-01	1.176969e-02
7.527757999581787e-01	-9.989488e-01	9.139871e-03
7.527811072640664e-01	-9.970220e-01	6.176484e-03
7.527872622056168e-01	-9.759201e-01	2.629759e-03
7.527972385782229e-01	-8.999255e-01	-3.099840e-03
7.528130972082808e-01	-6.830401e-01	-1.149403e-02
7.528315028995163e-01	-3.194811e-01	-1.889586e-02
7.528554541676618e-01	2.281014e-01	-2.377582e-02
7.528733883102047e-01	6.019409e-01	-2.307504e-02
7.528916648543961e-01	8.770422e-01	-1.850292e-02
7.528985708877782e-01	9.424174e-01	-1.582272e-02
7.529036283332146e-01	9.750715e-01	-1.342904e-02
7.529079620045841e-01	9.924110e-01	-1.121002e-02
7.529120612893365e-01	9.996014e-01	-8.996964e-03
7.529168914219259e-01	9.964949e-01	-6.282739e-03
7.529232234783945e-01	9.735388e-01	-2.626524e-03
7.529334815259692e-01	8.922956e-01	3.256487e-03
7.529494242354526e-01	6.689340e-01	1.163495e-02
7.529679676740059e-01	2.982370e-01	1.910262e-02
7.529892271922604e-01	-1.889138e-01	2.360058e-02
7.530066752149003e-01	-5.601671e-01	2.322767e-02
7.530245408007469e-01	-8.461931e-01	1.919723e-02
7.530321977395540e-01	-9.269972e-01	1.638242e-02
7.530377406436307e-01	-9.674211e-01	1.384640e-02
7.530418771604189e-01	-9.872188e-01	1.176969e-02
